Marque,Modele,Annee_modele,Km,Date_premiere_mise_en_circulation,Carburant,Boite_vitesse,Puissance,Critere_air,Couleur,Type_vehicule,Pays,Prix_neuf,Prix_occassion
Volkswagen,Golf,2012,128074,2015-04-30,Diesel,Manuelle,200,Euro 4,Gris,SUV,USA,25000,14040.0
Tesla,Model X,2022,17061,2022-01-15,Gaz,Manuelle,110,Euro 6,Noir,Crossover,Japon,120000,114018.0
Toyota,Corolla,2022,145690,2024-06-23,Diesel,Automatique,90,Euro 6,Rouge,Crossover,France,28000,24720.0
Hyundai,i20,2014,73287,2017-06-26,Gaz,Automatique,130,Euro 4,Gris,Monospace,Japon,19500,15309.0
Kia,Rio,2020,132369,2020-03-09,Electrique,Manuelle,130,Euro 1,Blanc,Berline,Japon,18900,18900.0
Volkswagen,Passat,2005,80086,2006-09-08,Gaz,Manuelle,130,Euro 3,Blanc,Monospace,Italie,36000,13580.0
Toyota,RAV4,2007,245877,2010-09-08,Gaz,Manuelle,150,Euro 3,Noir,Berline,Espagne,37000,10000.0
Citroen,C3,2022,70602,2025-10-08,Gaz,Automatique,130,Euro 6,Bleu,Crossover,Allemagne,16000,18096.0
Kia,Ceed,2017,233968,2020-09-26,Essence,Automatique,90,Euro 5,Gris,Monospace,France,23000,13944.0
Tesla,Model S,2022,78386,2024-10-22,Electrique,Automatique,110,Euro 1,Bleu,Monospace,Allemagne,95000,89697.0
Volkswagen,Arteon,2011,190748,2011-12-11,Gaz,Automatique,90,Euro 4,Rouge,SUV,Espagne,48000,22008.0
Toyota,Hilux,2019,184279,2021-02-11,Essence,Manuelle,150,Euro 5,Rouge,Break,France,45000,30485.0
Ford,Kuga,2015,203603,2015-06-03,Gaz,Automatique,200,Euro 5,Rouge,Break,Espagne,34000,20935.0
Ford,Focus,2024,126881,2025-11-21,Electrique,Automatique,150,Euro 1,Bleu,Monospace,USA,26000,30360.0
BMW,Serie 1,2018,177815,2021-01-24,Essence,Manuelle,90,Euro 5,Bleu,Break,Japon,35000,22685.0
Citroen,C4,2019,215874,2020-06-29,Hybride,Automatique,90,Euro 1,Noir,Berline,Espagne,24000,19136.0
Hyundai,i30,2006,54478,2006-01-11,Gaz,Automatique,90,Euro 3,Bleu,SUV,Japon,22000,10824.0
Ford,Kuga,2015,34711,2016-09-01,Diesel,Manuelle,90,Euro 5,Blanc,Break,Allemagne,34000,24430.0
Hyundai,i30,2018,217294,2019-04-11,Diesel,Automatique,90,Euro 5,Blanc,SUV,Espagne,22000,15189.0
Ford,Focus,2011,163009,2012-03-27,Hybride,Manuelle,200,Euro 1,Bleu,SUV,Allemagne,26000,13950.0
Kia,Rio,2005,168748,2006-08-09,Gaz,Manuelle,150,Euro 3,Rouge,Crossover,France,18900,5913.0
Volkswagen,Arteon,2019,189067,2022-02-22,Gaz,Manuelle,110,Euro 5,Rouge,Monospace,USA,48000,33902.0
Ford,Kuga,2023,238356,2025-01-22,Hybride,Automatique,130,Euro 1,Blanc,SUV,Espagne,34000,29822.0
Dacia,Duster,2008,232529,2008-10-15,Essence,Automatique,110,Euro 3,Rouge,SUV,Japon,19900,6380.0
BMW,X5,2017,233742,2017-03-29,Essence,Manuelle,200,Euro 5,Rouge,Berline,Allemagne,80000,45360.0
Dacia,Sandero,2010,116235,2010-01-27,Diesel,Manuelle,200,Euro 4,Rouge,Berline,Italie,15900,8413.0
Kia,Ceed,2014,72401,2016-01-26,Gaz,Automatique,110,Euro 4,Blanc,Monospace,Japon,23000,17388.0
Citroen,C4,2019,127811,2019-02-18,Hybride,Automatique,200,Euro 1,Blanc,Monospace,France,24000,22630.0
Tesla,Model S,2024,127431,2024-03-11,Diesel,Automatique,200,Euro 6,Gris,Break,USA,95000,87120.0
Hyundai,Tucson,2024,64775,2024-09-20,Electrique,Automatique,150,Euro 1,Bleu,Monospace,Allemagne,35000,40890.0
Toyota,Yaris,2022,102195,2025-01-29,Diesel,Automatique,90,Euro 6,Blanc,Break,France,19000,18396.0
Volkswagen,Arteon,2012,221007,2014-12-23,Diesel,Automatique,90,Euro 4,Noir,Berline,USA,48000,21378.0
Peugeot,208,2012,176528,2013-08-09,Hybride,Manuelle,150,Euro 1,Bleu,Berline,Italie,18000,10575.0
Hyundai,Tucson,2014,153425,2016-02-16,Gaz,Manuelle,130,Euro 4,Bleu,Crossover,USA,35000,20790.0
BMW,X5,2022,118623,2022-03-30,Gaz,Automatique,200,Euro 6,Blanc,Berline,Japon,80000,70965.0
Mercedes,Classe E,2016,249866,2016-07-10,Hybride,Manuelle,110,Euro 1,Rouge,Berline,Italie,75000,41132.0
BMW,Serie 1,2010,23818,2011-07-12,Essence,Manuelle,90,Euro 4,Blanc,Monospace,Espagne,35000,19544.0
Citroen,C5 Aircross,2024,128764,2027-12-07,Gaz,Automatique,110,Euro 6,Blanc,Berline,Italie,35000,34848.0
Citroen,C3,2023,34369,2026-07-22,Electrique,Manuelle,130,Euro 1,Bleu,Monospace,Espagne,16000,20962.0
Peugeot,3008,2010,31714,2013-06-02,Hybride,Manuelle,110,Euro 1,Blanc,Crossover,USA,35000,21505.0
Toyota,Hilux,2021,70011,2024-11-10,Essence,Manuelle,150,Euro 6,Rouge,Break,Allemagne,45000,38220.0
Renault,Clio,2008,174595,2010-02-11,Gaz,Automatique,200,Euro 3,Noir,Monospace,Espagne,17000,7875.0
Toyota,Corolla,2009,246650,2012-12-22,Gaz,Automatique,150,Euro 3,Bleu,Berline,Italie,28000,10230.0
Kia,Rio,2022,100574,2024-08-02,Hybride,Automatique,200,Euro 1,Gris,Crossover,USA,18900,21756.0
Volkswagen,Tiguan,2014,196629,2015-05-19,Gaz,Automatique,110,Euro 4,Noir,Crossover,Japon,40000,22746.0
Volkswagen,Golf,2010,196543,2010-05-25,Hybride,Manuelle,110,Euro 1,Gris,Break,USA,25000,11349.0
Audi,A4,2011,129322,2011-12-23,Gaz,Automatique,90,Euro 4,Rouge,Break,France,48000,25676.0
Volkswagen,Arteon,2008,112442,2010-04-28,Essence,Automatique,200,Euro 3,Blanc,Monospace,Espagne,48000,20910.0
Kia,Sportage,2018,175107,2020-04-10,Gaz,Manuelle,150,Euro 5,Rouge,SUV,Japon,34000,24050.0
Audi,Q5,2021,141953,2023-02-01,Gaz,Manuelle,150,Euro 6,Rouge,Berline,France,65000,52360.0
Hyundai,i20,2011,37247,2014-04-28,Hybride,Manuelle,90,Euro 1,Blanc,Monospace,Japon,19500,13572.0
Audi,A4,2018,47991,2021-05-05,Diesel,Manuelle,200,Euro 5,Noir,Break,Italie,48000,39000.0
Citroen,C3,2024,239546,2027-09-08,Gaz,Manuelle,130,Euro 6,Gris,Break,Japon,16000,14476.0
Dacia,Duster,2011,161253,2011-07-26,Essence,Manuelle,200,Euro 4,Noir,Break,France,19900,9405.0
Audi,A4,2007,234815,2009-12-31,Gaz,Automatique,150,Euro 3,Bleu,Monospace,Italie,48000,13780.0
Tesla,Model S,2023,77423,2023-11-22,Essence,Manuelle,110,Euro 6,Gris,Crossover,USA,95000,85590.0
Hyundai,i30,2021,248900,2021-07-11,Hybride,Manuelle,130,Euro 1,Noir,Monospace,Allemagne,22000,17621.0
Kia,Ceed,2020,215310,2021-10-27,Gaz,Automatique,110,Euro 6,Blanc,Crossover,France,23000,18492.0
Hyundai,i20,2013,169893,2015-05-26,Diesel,Automatique,90,Euro 4,Gris,Monospace,USA,19500,11424.0
Tesla,Model S,2022,58918,2023-03-11,Hybride,Manuelle,200,Euro 1,Bleu,SUV,Italie,95000,89000.0
Mercedes,GLC,2012,65217,2015-07-03,Gaz,Automatique,90,Euro 4,Rouge,SUV,France,85000,51852.0
Kia,Rio,2022,147525,2022-07-09,Gaz,Automatique,150,Euro 6,Blanc,Berline,Italie,18900,19120.0
Kia,Ceed,2017,105036,2020-10-15,Diesel,Manuelle,200,Euro 5,Rouge,Crossover,USA,23000,17250.0
Tesla,Model 3,2008,127209,2010-08-04,Essence,Manuelle,90,Euro 3,Blanc,Crossover,Japon,45000,17960.0
Dacia,Duster,2008,243055,2008-01-08,Gaz,Automatique,110,Euro 3,Noir,SUV,Italie,19900,6860.0
Toyota,Yaris,2005,73493,2006-06-26,Gaz,Manuelle,110,Euro 3,Bleu,Berline,Espagne,19000,7776.0
Kia,Sportage,2013,46314,2013-09-20,Essence,Manuelle,200,Euro 4,Rouge,Berline,France,34000,22050.0
Dacia,Spring,2014,141607,2016-04-04,Gaz,Automatique,200,Euro 4,Rouge,Crossover,Japon,22000,15400.0
Volkswagen,Golf,2008,54078,2010-04-27,Diesel,Automatique,130,Euro 3,Rouge,Berline,Japon,25000,13301.0
Toyota,Yaris,2020,15699,2020-03-12,Essence,Automatique,130,Euro 6,Blanc,Crossover,France,19000,18531.0
Mercedes,GLC,2019,153012,2022-02-15,Essence,Automatique,90,Euro 5,Bleu,Berline,Italie,85000,60830.0
Toyota,Corolla,2019,43495,2022-04-21,Electrique,Automatique,150,Euro 1,Gris,Crossover,Japon,28000,29565.0
Volkswagen,Arteon,2006,66032,2006-10-29,Essence,Manuelle,200,Euro 3,Bleu,Monospace,Allemagne,48000,19600.0
Toyota,Hilux,2005,103905,2005-06-21,Essence,Manuelle,110,Euro 3,Noir,Monospace,USA,45000,14883.0
Mercedes,Classe E,2019,25202,2020-11-28,Gaz,Manuelle,200,Euro 5,Noir,SUV,Espagne,75000,65155.0
Ford,Kuga,2007,108786,2007-03-25,Essence,Automatique,200,Euro 3,Bleu,Berline,France,34000,14430.0
Peugeot,208,2011,219021,2012-05-08,Hybride,Manuelle,200,Euro 1,Bleu,Crossover,France,18000,9200.0
Toyota,Yaris,2015,212155,2016-10-18,Hybride,Automatique,90,Euro 1,Gris,Break,Italie,19000,12948.0
Ford,Fiesta,2014,72123,2014-02-14,Hybride,Automatique,90,Euro 1,Bleu,SUV,USA,18000,15057.0
BMW,X5,2012,31341,2013-10-03,Hybride,Manuelle,200,Euro 1,Noir,Berline,Italie,80000,51850.0
Renault,Clio,2014,40885,2014-09-20,Diesel,Manuelle,90,Euro 4,Bleu,Break,France,17000,11814.0
Citroen,C5 Aircross,2010,25202,2012-01-20,Gaz,Manuelle,90,Euro 4,Rouge,Crossover,USA,35000,20944.0
Ford,Kuga,2008,193633,2009-05-11,Gaz,Manuelle,90,Euro 3,Gris,Monospace,Espagne,34000,12012.0
Audi,A6,2006,150637,2008-12-28,Essence,Manuelle,200,Euro 3,Rouge,Crossover,USA,72000,22630.0
Tesla,Model 3,2005,184221,2005-03-31,Gaz,Manuelle,130,Euro 3,Blanc,Crossover,Espagne,45000,11950.0
Volkswagen,Golf,2009,180080,2009-10-11,Gaz,Automatique,130,Euro 3,Blanc,Break,Allemagne,25000,11026.0
Citroen,C5 Aircross,2016,237306,2019-03-09,Diesel,Automatique,90,Euro 5,Gris,Break,Espagne,35000,20087.0
Volkswagen,Passat,2007,49838,2007-11-13,Gaz,Manuelle,130,Euro 3,Gris,Monospace,Espagne,36000,17460.0
Dacia,Duster,2014,192650,2015-12-27,Diesel,Manuelle,150,Euro 4,Bleu,Break,USA,19900,10914.0
Toyota,Hilux,2020,241798,2020-02-20,Diesel,Automatique,200,Euro 6,Noir,SUV,Espagne,45000,31360.0
Volkswagen,Tiguan,2016,48988,2017-10-15,Essence,Manuelle,110,Euro 5,Noir,Monospace,Espagne,40000,28872.0
Ford,Focus,2021,25849,2023-10-27,Gaz,Automatique,200,Euro 6,Rouge,Monospace,Italie,26000,28035.0
Dacia,Duster,2008,36872,2010-07-20,Gaz,Manuelle,150,Euro 3,Gris,Crossover,Italie,19900,11221.0
Kia,Sportage,2006,70294,2007-12-23,Gaz,Automatique,150,Euro 3,Rouge,Monospace,USA,34000,15210.0
Renault,Talisman,2020,199580,2022-07-11,Gaz,Manuelle,200,Euro 6,Gris,Crossover,Allemagne,40000,30015.0
Tesla,Model S,2017,79747,2017-09-16,Gaz,Manuelle,150,Euro 5,Bleu,Monospace,Japon,95000,70560.0
Ford,Fiesta,2011,58943,2012-05-12,Gaz,Manuelle,130,Euro 4,Bleu,Crossover,USA,18000,11648.0
Tesla,Model 3,2008,240640,2009-10-27,Diesel,Manuelle,130,Euro 3,Noir,Monospace,France,45000,12964.0
Volkswagen,Golf,2005,211631,2005-08-10,Gaz,Manuelle,200,Euro 3,Noir,Crossover,France,25000,6270.0
Dacia,Duster,2022,188494,2025-10-30,Gaz,Manuelle,110,Euro 6,Blanc,Break,France,19900,17100.0
Hyundai,Tucson,2012,207921,2013-06-24,Essence,Manuelle,200,Euro 4,Gris,Monospace,Japon,35000,15840.0
Kia,Ceed,2008,63215,2008-04-17,Diesel,Automatique,150,Euro 3,Gris,Monospace,France,23000,12190.0
Mercedes,Classe E,2024,55602,2027-05-15,Electrique,Manuelle,130,Euro 1,Noir,Crossover,Italie,75000,77235.0
Renault,Captur,2023,125670,2026-03-22,Gaz,Manuelle,110,Euro 6,Gris,Berline,Japon,28000,26010.0
Dacia,Duster,2019,92346,2021-08-03,Electrique,Manuelle,150,Euro 1,Gris,Monospace,USA,19900,20064.0
Ford,Kuga,2015,117962,2016-03-01,Diesel,Automatique,110,Euro 5,Gris,SUV,Espagne,34000,23002.0
Toyota,Corolla,2006,204020,2008-04-12,Gaz,Automatique,150,Euro 3,Gris,Berline,Japon,28000,8580.0
Tesla,Model 3,2006,61116,2008-03-08,Gaz,Automatique,200,Euro 3,Gris,Crossover,Italie,45000,20200.0
BMW,Serie 3,2014,248379,2017-04-07,Essence,Manuelle,150,Euro 4,Noir,Crossover,USA,45000,20930.0
Ford,Kuga,2011,11646,2014-08-18,Diesel,Manuelle,150,Euro 4,Noir,Berline,Japon,34000,21300.0
Volkswagen,Tiguan,2024,215872,2027-06-16,Diesel,Manuelle,130,Euro 6,Blanc,Crossover,Espagne,40000,32627.0
Hyundai,i20,2024,69546,2024-10-01,Essence,Manuelle,150,Euro 6,Blanc,Crossover,USA,19500,18800.0
Volkswagen,Golf,2015,39175,2016-03-08,Hybride,Automatique,110,Euro 1,Noir,Crossover,France,25000,21770.0
Toyota,Yaris,2024,201267,2026-09-13,Essence,Automatique,110,Euro 6,Bleu,SUV,Japon,19000,16880.0
Citroen,C3,2021,200463,2024-07-05,Essence,Automatique,200,Euro 6,Noir,Break,France,16000,13490.0
Toyota,Hilux,2018,167187,2021-05-13,Electrique,Manuelle,150,Euro 1,Noir,Crossover,Japon,45000,33990.0
Mercedes,Classe C,2021,81087,2023-03-05,Hybride,Automatique,130,Euro 1,Bleu,Monospace,France,55000,50879.0
Dacia,Spring,2024,30289,2027-09-02,Hybride,Automatique,130,Euro 1,Rouge,Break,Japon,22000,27451.0
Audi,A6,2006,22514,2008-02-03,Diesel,Manuelle,110,Euro 3,Blanc,Berline,Japon,72000,32164.0
Peugeot,208,2014,218746,2015-09-21,Diesel,Manuelle,150,Euro 4,Rouge,Monospace,Espagne,18000,9555.0
Ford,Kuga,2021,110984,2023-10-09,Essence,Automatique,90,Euro 6,Noir,Break,Italie,34000,28720.0
Tesla,Model X,2022,60915,2024-08-17,Electrique,Automatique,200,Euro 1,Blanc,Monospace,Allemagne,120000,113520.0
Citroen,C4,2011,148816,2013-08-04,Diesel,Automatique,150,Euro 4,Rouge,Break,France,24000,12925.0
Dacia,Duster,2019,16244,2020-02-20,Gaz,Automatique,200,Euro 5,Gris,Monospace,USA,19900,21336.0
Tesla,Model S,2006,211825,2008-03-29,Essence,Automatique,150,Euro 3,Blanc,Break,Allemagne,95000,24375.0
Kia,Rio,2010,140216,2013-08-06,Gaz,Automatique,110,Euro 4,Bleu,Monospace,Allemagne,18900,10340.0
Mercedes,Classe A,2012,70996,2014-01-18,Hybride,Automatique,200,Euro 1,Gris,Berline,Allemagne,38000,25650.0
Dacia,Sandero,2014,221779,2015-04-19,Essence,Automatique,150,Euro 4,Gris,Berline,USA,15900,8832.0
Toyota,Corolla,2020,228393,2023-09-30,Hybride,Automatique,110,Euro 1,Noir,Crossover,USA,28000,22506.0
Tesla,Model S,2022,189290,2023-04-13,Electrique,Manuelle,110,Euro 1,Noir,Monospace,USA,95000,76836.0
Audi,A4,2016,32209,2016-12-08,Hybride,Automatique,130,Euro 1,Blanc,SUV,Allemagne,48000,39639.0
Toyota,Hilux,2005,167584,2005-12-20,Gaz,Automatique,130,Euro 3,Blanc,Crossover,Allemagne,45000,13446.0
Citroen,C4,2006,143802,2006-11-15,Diesel,Manuelle,150,Euro 3,Rouge,Break,France,24000,8160.0
Renault,Megane,2010,133510,2010-09-22,Diesel,Automatique,90,Euro 4,Noir,Crossover,France,25000,12555.0
Kia,Sportage,2011,219266,2014-02-13,Hybride,Automatique,110,Euro 1,Rouge,Break,Italie,34000,16040.0
Audi,A4,2007,234194,2008-03-10,Essence,Manuelle,110,Euro 3,Gris,Break,Italie,48000,12506.0
Volkswagen,Arteon,2018,48397,2021-10-02,Hybride,Automatique,200,Euro 1,Gris,Crossover,Allemagne,48000,42900.0
Dacia,Duster,2005,134267,2008-10-29,Essence,Automatique,150,Euro 3,Rouge,SUV,Japon,19900,6720.0
Ford,Kuga,2010,53211,2011-01-28,Hybride,Manuelle,200,Euro 1,Bleu,Monospace,Allemagne,34000,20670.0
BMW,Serie 3,2009,124050,2010-05-23,Diesel,Automatique,110,Euro 3,Rouge,Crossover,Espagne,45000,20683.0
Tesla,Model X,2011,159811,2011-08-31,Essence,Manuelle,130,Euro 4,Gris,SUV,USA,120000,55338.0
Tesla,Model S,2015,53272,2015-08-24,Essence,Automatique,110,Euro 5,Bleu,Berline,Espagne,95000,66028.0
Dacia,Spring,2013,241911,2014-09-05,Hybride,Automatique,200,Euro 1,Blanc,Crossover,France,22000,12470.0
Ford,Kuga,2018,114154,2021-06-28,Essence,Manuelle,90,Euro 5,Rouge,SUV,USA,34000,24069.0
Hyundai,Tucson,2022,75272,2023-01-03,Diesel,Manuelle,90,Euro 6,Rouge,Crossover,Allemagne,35000,31233.0
Citroen,C3,2011,75053,2011-01-02,Hybride,Automatique,90,Euro 1,Bleu,Monospace,Italie,16000,11826.0
Dacia,Spring,2016,43072,2018-01-27,Gaz,Manuelle,200,Euro 5,Bleu,Break,Japon,22000,18360.0
BMW,Serie 1,2013,65940,2013-01-19,Diesel,Automatique,150,Euro 4,Bleu,Monospace,France,35000,23485.0
Dacia,Sandero,2018,115239,2019-03-23,Essence,Automatique,130,Euro 5,Gris,Break,Espagne,15900,12922.0
Tesla,Model 3,2008,29155,2010-08-21,Essence,Automatique,130,Euro 3,Bleu,SUV,Italie,45000,23650.0
Hyundai,i30,2014,166290,2017-12-20,Gaz,Manuelle,90,Euro 4,Rouge,Monospace,Italie,22000,13176.0
Citroen,C3,2006,42879,2006-07-09,Diesel,Manuelle,130,Euro 3,Blanc,Break,Espagne,16000,7266.0
Ford,Kuga,2007,147418,2007-11-12,Gaz,Manuelle,130,Euro 3,Bleu,Break,France,34000,12880.0
Ford,Fiesta,2018,220270,2020-11-30,Electrique,Manuelle,130,Euro 1,Noir,Monospace,Allemagne,18000,14580.0
BMW,Serie 3,2017,179154,2017-02-23,Hybride,Automatique,110,Euro 1,Blanc,Crossover,Japon,45000,31682.0
Mercedes,GLC,2005,60707,2008-02-25,Diesel,Manuelle,90,Euro 3,Noir,Crossover,Japon,85000,31783.0
Audi,A6,2014,60076,2014-01-05,Gaz,Manuelle,90,Euro 4,Gris,Monospace,Allemagne,72000,47616.0
Peugeot,208,2012,10639,2012-05-16,Hybride,Manuelle,200,Euro 1,Gris,Monospace,Italie,18000,14490.0
Kia,Rio,2011,129815,2013-08-21,Essence,Manuelle,130,Euro 4,Rouge,SUV,Japon,18900,9408.0
BMW,X5,2015,241367,2015-03-17,Diesel,Automatique,200,Euro 5,Noir,SUV,USA,80000,41160.0
Tesla,Model S,2017,83400,2018-02-12,Gaz,Manuelle,90,Euro 5,Bleu,Break,Japon,95000,69154.0
Kia,Rio,2007,32660,2008-11-22,Diesel,Automatique,200,Euro 3,Noir,Monospace,Italie,18900,10534.0
Mercedes,Classe A,2010,102614,2010-02-23,Gaz,Automatique,90,Euro 4,Noir,Monospace,Italie,38000,20352.0
Kia,Sportage,2015,50865,2018-12-07,Essence,Automatique,110,Euro 5,Gris,Monospace,France,34000,24548.0
Volkswagen,Tiguan,2018,160294,2019-07-02,Gaz,Automatique,90,Euro 5,Bleu,Berline,USA,40000,29304.0
Hyundai,Tucson,2009,249747,2011-10-09,Gaz,Manuelle,200,Euro 3,Rouge,SUV,France,35000,11935.0
Citroen,C5 Aircross,2005,169606,2008-06-23,Diesel,Automatique,150,Euro 3,Noir,SUV,Italie,35000,10395.0
BMW,Serie 5,2017,205356,2017-09-12,Diesel,Automatique,110,Euro 5,Gris,Berline,Allemagne,65000,40179.0
Citroen,C5 Aircross,2024,119234,2026-08-23,Diesel,Automatique,200,Euro 6,Rouge,Crossover,Allemagne,35000,34710.0
Toyota,Yaris,2011,157758,2014-08-12,Gaz,Automatique,200,Euro 4,Blanc,Monospace,Allemagne,19000,11270.0
Peugeot,5008,2007,24757,2009-06-01,Gaz,Manuelle,200,Euro 3,Rouge,Break,France,42000,21385.0
Audi,A3,2009,131222,2011-12-25,Gaz,Manuelle,90,Euro 3,Bleu,Monospace,Espagne,34000,15288.0
Hyundai,i20,2020,174939,2022-04-01,Electrique,Manuelle,150,Euro 1,Gris,Crossover,France,19500,18460.0
Audi,A6,2010,184570,2010-03-08,Essence,Manuelle,110,Euro 4,Bleu,SUV,USA,72000,28840.0
Renault,Captur,2013,193288,2016-02-10,Hybride,Manuelle,90,Euro 1,Gris,Crossover,Espagne,28000,15312.0
Ford,Kuga,2022,218049,2023-05-27,Diesel,Automatique,110,Euro 6,Bleu,SUV,Allemagne,34000,27083.0
Toyota,RAV4,2023,181498,2026-02-22,Essence,Automatique,200,Euro 6,Blanc,Monospace,Allemagne,37000,31600.0
Peugeot,308,2013,126867,2013-03-10,Hybride,Automatique,110,Euro 1,Rouge,Monospace,Japon,30000,19855.0
Citroen,C3,2022,57403,2023-12-09,Diesel,Automatique,130,Euro 6,Gris,Crossover,Japon,16000,17177.0
Citroen,C5 Aircross,2005,96330,2005-01-03,Gaz,Manuelle,130,Euro 3,Rouge,Crossover,Allemagne,35000,12852.0
Peugeot,3008,2020,242166,2021-03-06,Gaz,Automatique,200,Euro 6,Rouge,SUV,Allemagne,35000,25920.0
BMW,Serie 1,2013,58602,2015-11-08,Hybride,Manuelle,200,Euro 1,Rouge,Monospace,Italie,35000,24800.0
Kia,Rio,2015,180958,2016-05-10,Essence,Manuelle,130,Euro 5,Bleu,SUV,Allemagne,18900,10560.0
Dacia,Sandero,2010,148232,2011-12-18,Gaz,Manuelle,130,Euro 4,Gris,Crossover,Japon,15900,8228.0
Toyota,RAV4,2018,244065,2021-02-28,Electrique,Automatique,90,Euro 1,Noir,Monospace,Espagne,37000,26042.0
Toyota,Corolla,2010,78929,2011-09-27,Essence,Manuelle,90,Euro 4,Blanc,Berline,Italie,28000,14229.0
Peugeot,3008,2023,13174,2025-04-24,Gaz,Automatique,200,Euro 6,Blanc,Crossover,Espagne,35000,38880.0
Peugeot,3008,2012,118349,2013-06-30,Hybride,Automatique,150,Euro 1,Rouge,SUV,Japon,35000,21995.0
Hyundai,i30,2011,238066,2014-04-29,Hybride,Automatique,130,Euro 1,Blanc,Berline,Japon,22000,10754.0
Dacia,Sandero,2019,155059,2022-10-24,Electrique,Automatique,150,Euro 1,Noir,Monospace,USA,15900,17080.0
Citroen,C4,2006,148648,2009-02-02,Diesel,Manuelle,130,Euro 3,Gris,Break,Allemagne,24000,8096.0
Mercedes,GLC,2021,223999,2022-06-23,Gaz,Manuelle,200,Euro 6,Bleu,Monospace,USA,85000,61065.0
Mercedes,GLC,2008,188813,2010-04-12,Gaz,Automatique,200,Euro 3,Bleu,Berline,Espagne,85000,30770.0
Tesla,Model S,2016,115250,2016-05-23,Gaz,Automatique,200,Euro 5,Bleu,Monospace,Allemagne,95000,65325.0
Mercedes,Classe E,2023,11475,2025-08-11,Hybride,Manuelle,200,Euro 1,Gris,Berline,France,75000,76800.0
Ford,Kuga,2023,227173,2024-03-27,Diesel,Automatique,200,Euro 6,Gris,Crossover,Espagne,34000,28500.0
Ford,Focus,2010,71036,2013-09-02,Gaz,Manuelle,130,Euro 4,Noir,SUV,Japon,26000,14688.0
Toyota,Hilux,2015,116888,2017-04-08,Gaz,Manuelle,130,Euro 5,Noir,Crossover,USA,45000,29636.0
Mercedes,Classe C,2013,194915,2013-11-29,Essence,Manuelle,130,Euro 4,Rouge,Break,Italie,55000,26544.0
Audi,Q5,2014,183985,2016-12-09,Essence,Automatique,90,Euro 4,Blanc,Crossover,France,65000,34788.0
Audi,A6,2022,212340,2025-02-02,Hybride,Automatique,130,Euro 1,Rouge,SUV,Italie,72000,57159.0
Peugeot,5008,2021,231486,2021-07-07,Gaz,Manuelle,110,Euro 6,Rouge,SUV,Allemagne,42000,30328.0
Kia,Rio,2014,47283,2017-12-22,Diesel,Manuelle,200,Euro 4,Rouge,Berline,France,18900,13794.0
Peugeot,5008,2014,77116,2017-10-26,Diesel,Manuelle,130,Euro 4,Rouge,Monospace,Italie,42000,27279.0
Mercedes,GLC,2023,237258,2024-01-25,Diesel,Manuelle,200,Euro 6,Rouge,Break,Espagne,85000,64380.0
Mercedes,GLC,2012,239001,2014-07-15,Gaz,Automatique,110,Euro 4,Rouge,Crossover,Italie,85000,36736.0
Kia,Ceed,2023,242177,2026-04-02,Electrique,Automatique,110,Euro 1,Blanc,Berline,Italie,23000,22703.0
Renault,Clio,2020,110249,2023-08-11,Essence,Manuelle,150,Euro 6,Gris,Break,Allemagne,17000,13475.0
Toyota,Yaris,2006,206632,2008-04-14,Gaz,Automatique,200,Euro 3,Noir,Berline,Japon,19000,6370.0
Peugeot,208,2006,53084,2008-07-29,Gaz,Automatique,90,Euro 3,Gris,Break,USA,18000,9184.0
Volkswagen,Golf,2014,30313,2016-01-11,Gaz,Manuelle,110,Euro 4,Gris,Berline,USA,25000,18492.0
Toyota,RAV4,2023,10356,2026-09-24,Essence,Manuelle,130,Euro 6,Blanc,Berline,France,37000,35808.0
Citroen,C3,2018,224984,2018-04-11,Electrique,Automatique,150,Euro 1,Noir,Berline,Japon,16000,14700.0
Ford,Fiesta,2021,180662,2023-05-06,Gaz,Automatique,110,Euro 6,Gris,SUV,France,18000,16498.0
Hyundai,i20,2009,23774,2010-06-07,Gaz,Automatique,90,Euro 3,Gris,SUV,Espagne,19500,12667.0
Toyota,Yaris,2005,204384,2005-07-23,Diesel,Manuelle,150,Euro 3,Blanc,Break,Espagne,19000,4715.0
Mercedes,Classe A,2020,223426,2020-12-22,Diesel,Automatique,110,Euro 6,Rouge,Monospace,Japon,38000,27126.0
Ford,Fiesta,2012,53502,2013-12-13,Hybride,Automatique,130,Euro 1,Rouge,Break,Espagne,18000,14337.0
Hyundai,i20,2014,220792,2015-06-24,Hybride,Automatique,150,Euro 1,Rouge,Monospace,France,19500,12480.0
Renault,Megane,2011,178950,2011-10-04,Gaz,Automatique,90,Euro 4,Blanc,Monospace,Allemagne,25000,12936.0
Audi,A4,2021,17950,2022-08-04,Diesel,Manuelle,110,Euro 6,Bleu,Monospace,Italie,48000,44190.0
Ford,Focus,2022,144319,2022-01-20,Hybride,Manuelle,200,Euro 1,Noir,Berline,Espagne,26000,24800.0
Mercedes,Classe E,2005,117653,2006-05-05,Gaz,Automatique,130,Euro 3,Rouge,Berline,France,75000,25536.0
Hyundai,i30,2008,150058,2011-11-02,Diesel,Manuelle,150,Euro 3,Bleu,Crossover,Espagne,22000,8695.0
Tesla,Model 3,2019,224549,2020-03-19,Gaz,Automatique,200,Euro 5,Blanc,Break,Japon,45000,31815.0
